sample_id,video_id,split,video_path,n_map_frames,n_fixation_frames,mean_map_intensity,peak_map_intensity,peak_to_mean_map_ratio,mean_map_concentration,mean_fixation_density,selected_tail
dhf1k_068,068,train,data/attention_capture/DHF1K/video/068.AVI,540,540,0.019346768015788662,,,,,high
dhf1k_069,069,train,data/attention_capture/DHF1K/video/069.AVI,574,574,0.014728800654054363,,,,,low
dhf1k_071,071,train,data/attention_capture/DHF1K/video/071.AVI,577,577,0.014200274155441303,,,,,low
dhf1k_072,072,train,data/attention_capture/DHF1K/video/072.AVI,550,550,0.013652667804536495,,,,,low
dhf1k_077,077,train,data/attention_capture/DHF1K/video/077.AVI,441,441,0.013303987044089235,,,,,low
dhf1k_081,081,train,data/attention_capture/DHF1K/video/081.AVI,842,842,0.018758318447806562,,,,,high
dhf1k_083,083,train,data/attention_capture/DHF1K/video/083.AVI,934,934,0.013929490013969405,,,,,low
dhf1k_084,084,train,data/attention_capture/DHF1K/video/084.AVI,476,476,0.014436867759179543,,,,,low
dhf1k_086,086,train,data/attention_capture/DHF1K/video/086.AVI,535,535,0.013993557010751183,,,,,low
dhf1k_087,087,train,data/attention_capture/DHF1K/video/087.AVI,292,292,0.01259412748853944,,,,,low
dhf1k_088,088,train,data/attention_capture/DHF1K/video/088.AVI,399,399,0.013288355793075678,,,,,low
dhf1k_089,089,train,data/attention_capture/DHF1K/video/089.AVI,591,591,0.014694425531122487,,,,,low
dhf1k_090,090,train,data/attention_capture/DHF1K/video/090.AVI,756,756,0.018660076563098718,,,,,high
dhf1k_091,091,train,data/attention_capture/DHF1K/video/091.AVI,361,361,0.0149364227434192,,,,,low
dhf1k_093,093,train,data/attention_capture/DHF1K/video/093.AVI,646,646,0.018597490139069157,,,,,high
dhf1k_098,098,train,data/attention_capture/DHF1K/video/098.AVI,501,501,0.0202170064051946,,,,,high
dhf1k_102,102,train,data/attention_capture/DHF1K/video/102.AVI,429,429,0.014986965259306984,,,,,low
dhf1k_103,103,train,data/attention_capture/DHF1K/video/103.AVI,338,338,0.013843089320074171,,,,,low
dhf1k_104,104,train,data/attention_capture/DHF1K/video/104.AVI,1162,1162,0.01441337694870805,,,,,low
dhf1k_105,105,train,data/attention_capture/DHF1K/video/105.AVI,613,613,0.014534679580279314,,,,,low
dhf1k_106,106,train,data/attention_capture/DHF1K/video/106.AVI,398,398,0.018428371807363765,,,,,high
dhf1k_109,109,train,data/attention_capture/DHF1K/video/109.AVI,546,546,0.013867527873326953,,,,,low
dhf1k_112,112,train,data/attention_capture/DHF1K/video/112.AVI,350,350,0.01421180890074798,,,,,low
dhf1k_117,117,train,data/attention_capture/DHF1K/video/117.AVI,508,508,0.01259873741614361,,,,,low
dhf1k_118,118,train,data/attention_capture/DHF1K/video/118.AVI,261,261,0.018185096346841005,,,,,high
dhf1k_119,119,train,data/attention_capture/DHF1K/video/119.AVI,448,448,0.011777336328772694,,,,,low
dhf1k_120,120,train,data/attention_capture/DHF1K/video/120.AVI,606,606,0.017894009429432773,,,,,high
dhf1k_126,126,train,data/attention_capture/DHF1K/video/126.AVI,676,676,0.0147928983343699,,,,,low
dhf1k_128,128,train,data/attention_capture/DHF1K/video/128.AVI,436,436,0.014897961769714405,,,,,low
dhf1k_129,129,train,data/attention_capture/DHF1K/video/129.AVI,232,232,0.012712489564678279,,,,,low
dhf1k_133,133,train,data/attention_capture/DHF1K/video/133.AVI,553,553,0.013649266406853312,,,,,low
dhf1k_134,134,train,data/attention_capture/DHF1K/video/134.AVI,297,297,0.017755846969582618,,,,,high
dhf1k_135,135,train,data/attention_capture/DHF1K/video/135.AVI,525,525,0.01794649115098374,,,,,high
dhf1k_136,136,train,data/attention_capture/DHF1K/video/136.AVI,236,236,0.014780778842346774,,,,,low
dhf1k_137,137,train,data/attention_capture/DHF1K/video/137.AVI,283,283,0.014657942671986961,,,,,low
dhf1k_138,138,train,data/attention_capture/DHF1K/video/138.AVI,602,602,0.013527183453134722,,,,,low
dhf1k_139,139,train,data/attention_capture/DHF1K/video/139.AVI,315,315,0.0121297685843375,,,,,low
dhf1k_140,140,train,data/attention_capture/DHF1K/video/140.AVI,867,867,0.020030652763667885,,,,,high
dhf1k_141,141,train,data/attention_capture/DHF1K/video/141.AVI,723,723,0.014956810487818132,,,,,low
dhf1k_146,146,train,data/attention_capture/DHF1K/video/146.AVI,781,781,0.014796168209505524,,,,,low
dhf1k_147,147,train,data/attention_capture/DHF1K/video/147.AVI,412,412,0.013183981724969537,,,,,low
dhf1k_148,148,train,data/attention_capture/DHF1K/video/148.AVI,641,641,0.02123749538291356,,,,,high
dhf1k_150,150,train,data/attention_capture/DHF1K/video/150.AVI,357,357,0.01791373549253583,,,,,high
dhf1k_155,155,train,data/attention_capture/DHF1K/video/155.AVI,472,472,0.021914349304575285,,,,,high
dhf1k_156,156,train,data/attention_capture/DHF1K/video/156.AVI,454,454,0.019653961302441778,,,,,high
dhf1k_158,158,train,data/attention_capture/DHF1K/video/158.AVI,850,850,0.01867181609275148,,,,,high
dhf1k_159,159,train,data/attention_capture/DHF1K/video/159.AVI,583,583,0.01327957575789319,,,,,low
dhf1k_160,160,train,data/attention_capture/DHF1K/video/160.AVI,822,822,0.01894867628214568,,,,,high
dhf1k_172,172,train,data/attention_capture/DHF1K/video/172.AVI,897,897,0.012787374357382456,,,,,low
dhf1k_175,175,train,data/attention_capture/DHF1K/video/175.AVI,810,810,0.012652055916295927,,,,,low
dhf1k_179,179,train,data/attention_capture/DHF1K/video/179.AVI,280,280,0.014452693644644958,,,,,low
dhf1k_181,181,train,data/attention_capture/DHF1K/video/181.AVI,474,474,0.01934115565087222,,,,,high
dhf1k_183,183,train,data/attention_capture/DHF1K/video/183.AVI,478,478,0.014381321381863254,,,,,low
dhf1k_184,184,train,data/attention_capture/DHF1K/video/184.AVI,436,436,0.017922460819261337,,,,,high
dhf1k_185,185,train,data/attention_capture/DHF1K/video/185.AVI,548,548,0.0189983756417395,,,,,high
dhf1k_186,186,train,data/attention_capture/DHF1K/video/186.AVI,694,694,0.019253853058995362,,,,,high
dhf1k_188,188,train,data/attention_capture/DHF1K/video/188.AVI,330,330,0.02003921623990843,,,,,high
dhf1k_189,189,train,data/attention_capture/DHF1K/video/189.AVI,434,434,0.01831577241867094,,,,,high
dhf1k_190,190,train,data/attention_capture/DHF1K/video/190.AVI,616,616,0.019705214885414227,,,,,high
dhf1k_191,191,train,data/attention_capture/DHF1K/video/191.AVI,529,529,0.017853897054361034,,,,,high
dhf1k_197,197,train,data/attention_capture/DHF1K/video/197.AVI,327,327,0.013810022012116986,,,,,low
dhf1k_199,199,train,data/attention_capture/DHF1K/video/199.AVI,646,646,0.014423615635075713,,,,,low
dhf1k_201,201,train,data/attention_capture/DHF1K/video/201.AVI,475,475,0.0116107531529116,,,,,low
dhf1k_203,203,train,data/attention_capture/DHF1K/video/203.AVI,589,589,0.014117436981578128,,,,,low
dhf1k_205,205,train,data/attention_capture/DHF1K/video/205.AVI,499,499,0.013132816798357901,,,,,low
dhf1k_206,206,train,data/attention_capture/DHF1K/video/206.AVI,271,271,0.02265727895610997,,,,,high
dhf1k_207,207,train,data/attention_capture/DHF1K/video/207.AVI,350,350,0.018586826633129803,,,,,high
dhf1k_208,208,train,data/attention_capture/DHF1K/video/208.AVI,360,360,0.013683144089817587,,,,,low
dhf1k_209,209,train,data/attention_capture/DHF1K/video/209.AVI,548,548,0.018808124907294384,,,,,high
dhf1k_215,215,train,data/attention_capture/DHF1K/video/215.AVI,336,336,0.013249766731557125,,,,,low
dhf1k_216,216,train,data/attention_capture/DHF1K/video/216.AVI,903,903,0.014302361708604714,,,,,low
dhf1k_217,217,train,data/attention_capture/DHF1K/video/217.AVI,346,346,0.014788901789996752,,,,,low
dhf1k_218,218,train,data/attention_capture/DHF1K/video/218.AVI,668,668,0.017990748615500457,,,,,high
dhf1k_220,220,train,data/attention_capture/DHF1K/video/220.AVI,307,307,0.013987428918238183,,,,,low
dhf1k_225,225,train,data/attention_capture/DHF1K/video/225.AVI,544,544,0.019640278119100806,,,,,high
dhf1k_231,231,train,data/attention_capture/DHF1K/video/231.AVI,393,393,0.013993149785604566,,,,,low
dhf1k_238,238,train,data/attention_capture/DHF1K/video/238.AVI,849,849,0.019345228530650845,,,,,high
dhf1k_239,239,train,data/attention_capture/DHF1K/video/239.AVI,784,784,0.013449836209920064,,,,,low
dhf1k_241,241,train,data/attention_capture/DHF1K/video/241.AVI,400,400,0.020512247362639756,,,,,high
dhf1k_242,242,train,data/attention_capture/DHF1K/video/242.AVI,590,590,0.013115225452929735,,,,,low
dhf1k_244,244,train,data/attention_capture/DHF1K/video/244.AVI,796,796,0.018953179869211124,,,,,high
dhf1k_246,246,train,data/attention_capture/DHF1K/video/246.AVI,366,366,0.014111676621072686,,,,,low
dhf1k_247,247,train,data/attention_capture/DHF1K/video/247.AVI,553,553,0.017959895661643036,,,,,high
dhf1k_248,248,train,data/attention_capture/DHF1K/video/248.AVI,532,532,0.013972591916869458,,,,,low
dhf1k_249,249,train,data/attention_capture/DHF1K/video/249.AVI,292,292,0.014345688970236439,,,,,low
dhf1k_250,250,train,data/attention_capture/DHF1K/video/250.AVI,386,386,0.01937188709231933,,,,,high
dhf1k_251,251,train,data/attention_capture/DHF1K/video/251.AVI,774,774,0.017992741352510312,,,,,high
dhf1k_253,253,train,data/attention_capture/DHF1K/video/253.AVI,526,526,0.02073493591215844,,,,,high
dhf1k_254,254,train,data/attention_capture/DHF1K/video/254.AVI,504,504,0.01433892513621628,,,,,low
dhf1k_256,256,train,data/attention_capture/DHF1K/video/256.AVI,374,374,0.013522576637825067,,,,,low
dhf1k_257,257,train,data/attention_capture/DHF1K/video/257.AVI,471,471,0.014095214274642701,,,,,low
dhf1k_258,258,train,data/attention_capture/DHF1K/video/258.AVI,211,211,0.02037133349070405,,,,,high
dhf1k_259,259,train,data/attention_capture/DHF1K/video/259.AVI,392,392,0.023418446092828348,,,,,high
dhf1k_260,260,train,data/attention_capture/DHF1K/video/260.AVI,412,412,0.020221088784611197,,,,,high
dhf1k_261,261,train,data/attention_capture/DHF1K/video/261.AVI,638,638,0.014763187383503002,,,,,low
dhf1k_262,262,train,data/attention_capture/DHF1K/video/262.AVI,583,583,0.01296104394589546,,,,,low
dhf1k_264,264,train,data/attention_capture/DHF1K/video/264.AVI,434,434,0.01855319977763714,,,,,high
dhf1k_265,265,train,data/attention_capture/DHF1K/video/265.AVI,883,883,0.019370154558869746,,,,,high
dhf1k_266,266,train,data/attention_capture/DHF1K/video/266.AVI,626,626,0.019152030064620244,,,,,high
dhf1k_269,269,train,data/attention_capture/DHF1K/video/269.AVI,790,790,0.014789053300230564,,,,,low
dhf1k_270,270,train,data/attention_capture/DHF1K/video/270.AVI,544,544,0.018672329418169445,,,,,high
dhf1k_274,274,train,data/attention_capture/DHF1K/video/274.AVI,492,492,0.019343327634354552,,,,,high
dhf1k_278,278,train,data/attention_capture/DHF1K/video/278.AVI,468,468,0.020135702963313486,,,,,high
dhf1k_279,279,train,data/attention_capture/DHF1K/video/279.AVI,538,538,0.014197183414587412,,,,,low
dhf1k_284,284,train,data/attention_capture/DHF1K/video/284.AVI,252,252,0.014754759644838198,,,,,low
dhf1k_286,286,train,data/attention_capture/DHF1K/video/286.AVI,484,484,0.01865143961588706,,,,,high
dhf1k_287,287,train,data/attention_capture/DHF1K/video/287.AVI,486,486,0.011030344508105406,,,,,low
dhf1k_290,290,train,data/attention_capture/DHF1K/video/290.AVI,635,635,0.014404835520444189,,,,,low
dhf1k_291,291,train,data/attention_capture/DHF1K/video/291.AVI,522,522,0.018242463548007595,,,,,high
dhf1k_292,292,train,data/attention_capture/DHF1K/video/292.AVI,767,767,0.01423008028888951,,,,,low
dhf1k_294,294,train,data/attention_capture/DHF1K/video/294.AVI,706,706,0.01892778605074957,,,,,high
dhf1k_295,295,train,data/attention_capture/DHF1K/video/295.AVI,203,203,0.021547530763989013,,,,,high
dhf1k_297,297,train,data/attention_capture/DHF1K/video/297.AVI,905,905,0.018252132830431284,,,,,high
dhf1k_301,301,train,data/attention_capture/DHF1K/video/301.AVI,480,480,0.018905373949867983,,,,,high
dhf1k_302,302,train,data/attention_capture/DHF1K/video/302.AVI,918,918,0.014460622925972789,,,,,low
dhf1k_303,303,train,data/attention_capture/DHF1K/video/303.AVI,598,598,0.013947782703180077,,,,,low
dhf1k_306,306,train,data/attention_capture/DHF1K/video/306.AVI,713,713,0.014295835196867397,,,,,low
dhf1k_308,308,train,data/attention_capture/DHF1K/video/308.AVI,581,581,0.012959013240197081,,,,,low
dhf1k_310,310,train,data/attention_capture/DHF1K/video/310.AVI,524,524,0.01993895841598909,,,,,high
dhf1k_315,315,train,data/attention_capture/DHF1K/video/315.AVI,419,419,0.01906782293221013,,,,,high
dhf1k_320,320,train,data/attention_capture/DHF1K/video/320.AVI,441,441,0.0218693902884988,,,,,high
dhf1k_321,321,train,data/attention_capture/DHF1K/video/321.AVI,771,771,0.01443229239595868,,,,,low
dhf1k_324,324,train,data/attention_capture/DHF1K/video/324.AVI,595,595,0.014002403483076506,,,,,low
dhf1k_327,327,train,data/attention_capture/DHF1K/video/327.AVI,559,559,0.014729601833369577,,,,,low
dhf1k_330,330,train,data/attention_capture/DHF1K/video/330.AVI,320,320,0.017814063769765198,,,,,high
dhf1k_331,331,train,data/attention_capture/DHF1K/video/331.AVI,643,643,0.013997085951558354,,,,,low
dhf1k_334,334,train,data/attention_capture/DHF1K/video/334.AVI,258,258,0.01809764398954982,,,,,high
dhf1k_337,337,train,data/attention_capture/DHF1K/video/337.AVI,576,576,0.018394147595649377,,,,,high
dhf1k_338,338,train,data/attention_capture/DHF1K/video/338.AVI,731,731,0.022895006589061503,,,,,high
dhf1k_339,339,train,data/attention_capture/DHF1K/video/339.AVI,418,418,0.018604648299515247,,,,,high
dhf1k_340,340,train,data/attention_capture/DHF1K/video/340.AVI,300,300,0.01862587776966393,,,,,high
dhf1k_341,341,train,data/attention_capture/DHF1K/video/341.AVI,924,924,0.012490017227707552,,,,,low
dhf1k_342,342,train,data/attention_capture/DHF1K/video/342.AVI,449,449,0.014742023193325125,,,,,low
dhf1k_344,344,train,data/attention_capture/DHF1K/video/344.AVI,591,591,0.018681134362019562,,,,,high
dhf1k_346,346,train,data/attention_capture/DHF1K/video/346.AVI,229,229,0.01918946263913114,,,,,high
dhf1k_348,348,train,data/attention_capture/DHF1K/video/348.AVI,560,560,0.01904504054026412,,,,,high
dhf1k_349,349,train,data/attention_capture/DHF1K/video/349.AVI,709,709,0.017777705583484956,,,,,high
dhf1k_351,351,train,data/attention_capture/DHF1K/video/351.AVI,410,410,0.014746553105552023,,,,,low
dhf1k_353,353,train,data/attention_capture/DHF1K/video/353.AVI,258,258,0.01397242527382896,,,,,low
dhf1k_354,354,train,data/attention_capture/DHF1K/video/354.AVI,458,458,0.018678713419096438,,,,,high
dhf1k_355,355,train,data/attention_capture/DHF1K/video/355.AVI,717,717,0.013057829627723042,,,,,low
dhf1k_360,360,train,data/attention_capture/DHF1K/video/360.AVI,542,542,0.014847343449903535,,,,,low
dhf1k_362,362,train,data/attention_capture/DHF1K/video/362.AVI,927,927,0.01852535956741151,,,,,high
dhf1k_364,364,train,data/attention_capture/DHF1K/video/364.AVI,283,283,0.013167975699140726,,,,,low
dhf1k_367,367,train,data/attention_capture/DHF1K/video/367.AVI,643,643,0.014555000327817204,,,,,low
dhf1k_371,371,train,data/attention_capture/DHF1K/video/371.AVI,686,686,0.020028213773509242,,,,,high
dhf1k_375,375,train,data/attention_capture/DHF1K/video/375.AVI,461,461,0.014034235264112013,,,,,low
dhf1k_378,378,train,data/attention_capture/DHF1K/video/378.AVI,486,486,0.01780872510692465,,,,,high
dhf1k_379,379,train,data/attention_capture/DHF1K/video/379.AVI,465,465,0.01830819236334934,,,,,high
dhf1k_380,380,train,data/attention_capture/DHF1K/video/380.AVI,557,557,0.012234853776221964,,,,,low
dhf1k_382,382,train,data/attention_capture/DHF1K/video/382.AVI,448,448,0.018091028874290975,,,,,high
dhf1k_383,383,train,data/attention_capture/DHF1K/video/383.AVI,1034,1034,0.01810722179914423,,,,,high
dhf1k_384,384,train,data/attention_capture/DHF1K/video/384.AVI,458,458,0.013174575971089727,,,,,low
dhf1k_385,385,train,data/attention_capture/DHF1K/video/385.AVI,730,730,0.01344105333204649,,,,,low
dhf1k_388,388,train,data/attention_capture/DHF1K/video/388.AVI,1088,1088,0.020263366715345697,,,,,high
dhf1k_391,391,train,data/attention_capture/DHF1K/video/391.AVI,301,301,0.018269873029270838,,,,,high
dhf1k_395,395,train,data/attention_capture/DHF1K/video/395.AVI,715,715,0.014668269799305843,,,,,low
dhf1k_397,397,train,data/attention_capture/DHF1K/video/397.AVI,628,628,0.020287494786131153,,,,,high
dhf1k_402,402,train,data/attention_capture/DHF1K/video/402.AVI,447,447,0.014568531727397468,,,,,low
dhf1k_404,404,train,data/attention_capture/DHF1K/video/404.AVI,600,600,0.013631579470820726,,,,,low
dhf1k_405,405,train,data/attention_capture/DHF1K/video/405.AVI,362,362,0.018172924748997496,,,,,high
dhf1k_408,408,train,data/attention_capture/DHF1K/video/408.AVI,301,301,0.01479542474772942,,,,,low
dhf1k_410,410,train,data/attention_capture/DHF1K/video/410.AVI,441,441,0.013793951757843531,,,,,low
dhf1k_412,412,train,data/attention_capture/DHF1K/video/412.AVI,339,339,0.012712734868162061,,,,,low
dhf1k_417,417,train,data/attention_capture/DHF1K/video/417.AVI,752,752,0.013470946860678018,,,,,low
dhf1k_418,418,train,data/attention_capture/DHF1K/video/418.AVI,534,534,0.01843368203801274,,,,,high
dhf1k_421,421,train,data/attention_capture/DHF1K/video/421.AVI,780,780,0.013695044378535106,,,,,low
dhf1k_423,423,train,data/attention_capture/DHF1K/video/423.AVI,436,436,0.01966897075260998,,,,,high
dhf1k_424,424,train,data/attention_capture/DHF1K/video/424.AVI,575,575,0.01478343972693319,,,,,low
dhf1k_426,426,train,data/attention_capture/DHF1K/video/426.AVI,513,513,0.014560910529996219,,,,,low
dhf1k_427,427,train,data/attention_capture/DHF1K/video/427.AVI,598,598,0.014385323751138455,,,,,low
dhf1k_428,428,train,data/attention_capture/DHF1K/video/428.AVI,958,958,0.014533050764169319,,,,,low
dhf1k_430,430,train,data/attention_capture/DHF1K/video/430.AVI,545,545,0.012980711479765285,,,,,low
dhf1k_432,432,train,data/attention_capture/DHF1K/video/432.AVI,578,578,0.01337300858518373,,,,,low
dhf1k_433,433,train,data/attention_capture/DHF1K/video/433.AVI,745,745,0.017769434707451785,,,,,high
dhf1k_434,434,train,data/attention_capture/DHF1K/video/434.AVI,385,385,0.014448100740888288,,,,,low
dhf1k_435,435,train,data/attention_capture/DHF1K/video/435.AVI,598,598,0.011760240198770245,,,,,low
dhf1k_436,436,train,data/attention_capture/DHF1K/video/436.AVI,869,869,0.017856508761888715,,,,,high
dhf1k_438,438,train,data/attention_capture/DHF1K/video/438.AVI,519,519,0.01884007594603794,,,,,high
dhf1k_439,439,train,data/attention_capture/DHF1K/video/439.AVI,859,859,0.018000305630808764,,,,,high
dhf1k_443,443,train,data/attention_capture/DHF1K/video/443.AVI,230,230,0.01363250999711454,,,,,low
dhf1k_444,444,train,data/attention_capture/DHF1K/video/444.AVI,517,517,0.013609332846733426,,,,,low
dhf1k_445,445,train,data/attention_capture/DHF1K/video/445.AVI,1194,1194,0.013479956745527297,,,,,low
dhf1k_446,446,train,data/attention_capture/DHF1K/video/446.AVI,900,900,0.018275930000883008,,,,,high
dhf1k_447,447,train,data/attention_capture/DHF1K/video/447.AVI,367,367,0.018874241176190753,,,,,high
dhf1k_448,448,train,data/attention_capture/DHF1K/video/448.AVI,715,715,0.012459665062752636,,,,,low
dhf1k_449,449,train,data/attention_capture/DHF1K/video/449.AVI,324,324,0.019166754601799226,,,,,high
dhf1k_451,451,train,data/attention_capture/DHF1K/video/451.AVI,958,958,0.013656268539373803,,,,,low
dhf1k_453,453,train,data/attention_capture/DHF1K/video/453.AVI,246,246,0.017879882331452962,,,,,high
dhf1k_454,454,train,data/attention_capture/DHF1K/video/454.AVI,658,658,0.014943468557829236,,,,,low
dhf1k_461,461,train,data/attention_capture/DHF1K/video/461.AVI,434,434,0.01833024052345121,,,,,high
dhf1k_462,462,train,data/attention_capture/DHF1K/video/462.AVI,560,560,0.014030986308353022,,,,,low
dhf1k_465,465,train,data/attention_capture/DHF1K/video/465.AVI,487,487,0.018919719995077876,,,,,high
dhf1k_466,466,train,data/attention_capture/DHF1K/video/466.AVI,618,618,0.018142345371207035,,,,,high
dhf1k_468,468,train,data/attention_capture/DHF1K/video/468.AVI,913,913,0.020239698044702752,,,,,high
dhf1k_469,469,train,data/attention_capture/DHF1K/video/469.AVI,276,276,0.019343543362439326,,,,,high
dhf1k_471,471,train,data/attention_capture/DHF1K/video/471.AVI,589,589,0.017854545819644258,,,,,high
dhf1k_472,472,train,data/attention_capture/DHF1K/video/472.AVI,442,442,0.01981568533918774,,,,,high
dhf1k_474,474,train,data/attention_capture/DHF1K/video/474.AVI,551,551,0.01783938522361043,,,,,high
dhf1k_478,478,train,data/attention_capture/DHF1K/video/478.AVI,352,352,0.01869527886579321,,,,,high
dhf1k_479,479,train,data/attention_capture/DHF1K/video/479.AVI,417,417,0.018761653835020906,,,,,high
dhf1k_480,480,train,data/attention_capture/DHF1K/video/480.AVI,645,645,0.014326113048045673,,,,,low
dhf1k_481,481,train,data/attention_capture/DHF1K/video/481.AVI,284,284,0.018620979473729368,,,,,high
dhf1k_483,483,train,data/attention_capture/DHF1K/video/483.AVI,465,465,0.01911152453031591,,,,,high
dhf1k_484,484,train,data/attention_capture/DHF1K/video/484.AVI,270,270,0.014248558292510333,,,,,low
dhf1k_486,486,train,data/attention_capture/DHF1K/video/486.AVI,616,616,0.021517200734883595,,,,,high
dhf1k_487,487,train,data/attention_capture/DHF1K/video/487.AVI,430,430,0.020561605720066056,,,,,high
dhf1k_489,489,train,data/attention_capture/DHF1K/video/489.AVI,418,418,0.0188102094082242,,,,,high
dhf1k_491,491,train,data/attention_capture/DHF1K/video/491.AVI,376,376,0.01302601724115022,,,,,low
dhf1k_492,492,train,data/attention_capture/DHF1K/video/492.AVI,433,433,0.014408965473542932,,,,,low
dhf1k_494,494,train,data/attention_capture/DHF1K/video/494.AVI,561,561,0.020327147791982227,,,,,high
dhf1k_495,495,train,data/attention_capture/DHF1K/video/495.AVI,600,600,0.01790736396020899,,,,,high
dhf1k_502,502,train,data/attention_capture/DHF1K/video/502.AVI,565,565,0.013358248594686784,,,,,low
dhf1k_504,504,train,data/attention_capture/DHF1K/video/504.AVI,334,334,0.01776897779548775,,,,,high
dhf1k_505,505,train,data/attention_capture/DHF1K/video/505.AVI,1089,1089,0.01387621566937181,,,,,low
dhf1k_508,508,train,data/attention_capture/DHF1K/video/508.AVI,283,283,0.014777766894417496,,,,,low
dhf1k_509,509,train,data/attention_capture/DHF1K/video/509.AVI,793,793,0.014528714044050116,,,,,low
dhf1k_510,510,train,data/attention_capture/DHF1K/video/510.AVI,865,865,0.019863749509731125,,,,,high
dhf1k_511,511,train,data/attention_capture/DHF1K/video/511.AVI,527,527,0.0201615592114896,,,,,high
dhf1k_512,512,train,data/attention_capture/DHF1K/video/512.AVI,517,517,0.013720094397433491,,,,,low
dhf1k_514,514,train,data/attention_capture/DHF1K/video/514.AVI,723,723,0.018443832530757286,,,,,high
dhf1k_516,516,train,data/attention_capture/DHF1K/video/516.AVI,1160,1160,0.014405344225514424,,,,,low
