sample_id,video_id,split,video_path,n_map_frames,n_fixation_frames,mean_map_intensity,peak_map_intensity,peak_to_mean_map_ratio,mean_map_concentration,mean_fixation_density,selected_tail
dhf1k_132,132,train,data/attention_capture/DHF1K/video/132.AVI,540,540,,,,,0.0006360998597907989,low
dhf1k_133,133,train,data/attention_capture/DHF1K/video/133.AVI,553,553,,,,,0.0005910155465165372,low
dhf1k_135,135,train,data/attention_capture/DHF1K/video/135.AVI,525,525,,,,,0.0006899057555433718,low
dhf1k_138,138,train,data/attention_capture/DHF1K/video/138.AVI,602,602,,,,,0.0008390795160433048,high
dhf1k_139,139,train,data/attention_capture/DHF1K/video/139.AVI,315,315,,,,,0.0006762566138243687,low
dhf1k_140,140,train,data/attention_capture/DHF1K/video/140.AVI,867,867,,,,,0.000797069236500411,high
dhf1k_141,141,train,data/attention_capture/DHF1K/video/141.AVI,723,723,,,,,0.0006723408454035333,low
dhf1k_142,142,train,data/attention_capture/DHF1K/video/142.AVI,590,590,,,,,0.0006556394191308862,low
dhf1k_143,143,train,data/attention_capture/DHF1K/video/143.AVI,471,471,,,,,0.0006408867060843037,low
dhf1k_144,144,train,data/attention_capture/DHF1K/video/144.AVI,631,631,,,,,0.0008218119933514187,high
dhf1k_145,145,train,data/attention_capture/DHF1K/video/145.AVI,736,736,,,,,0.0008601416267755785,high
dhf1k_146,146,train,data/attention_capture/DHF1K/video/146.AVI,781,781,,,,,0.0006239552216340666,low
dhf1k_148,148,train,data/attention_capture/DHF1K/video/148.AVI,641,641,,,,,0.0008153966791014653,high
dhf1k_150,150,train,data/attention_capture/DHF1K/video/150.AVI,357,357,,,,,0.0008649310417974196,high
dhf1k_151,151,train,data/attention_capture/DHF1K/video/151.AVI,742,742,,,,,0.0006524162838246715,low
dhf1k_153,153,train,data/attention_capture/DHF1K/video/153.AVI,914,914,,,,,0.000628632728567783,low
dhf1k_154,154,train,data/attention_capture/DHF1K/video/154.AVI,1099,1099,,,,,0.0006172751742994559,low
dhf1k_155,155,train,data/attention_capture/DHF1K/video/155.AVI,472,472,,,,,0.0008846442443905674,high
dhf1k_157,157,train,data/attention_capture/DHF1K/video/157.AVI,526,526,,,,,0.0006869933601139475,low
dhf1k_159,159,train,data/attention_capture/DHF1K/video/159.AVI,583,583,,,,,0.0005742046057466676,low
dhf1k_160,160,train,data/attention_capture/DHF1K/video/160.AVI,822,822,,,,,0.0008034371623487287,high
dhf1k_162,162,train,data/attention_capture/DHF1K/video/162.AVI,616,616,,,,,0.0008557252220672633,high
dhf1k_163,163,train,data/attention_capture/DHF1K/video/163.AVI,796,796,,,,,0.0008325536092439077,high
dhf1k_165,165,train,data/attention_capture/DHF1K/video/165.AVI,463,463,,,,,0.0006775426720852358,low
dhf1k_169,169,train,data/attention_capture/DHF1K/video/169.AVI,771,771,,,,,0.000807302925450638,high
dhf1k_171,171,train,data/attention_capture/DHF1K/video/171.AVI,658,658,,,,,0.0006394522011998013,low
dhf1k_172,172,train,data/attention_capture/DHF1K/video/172.AVI,897,897,,,,,0.0008342817112853556,high
dhf1k_174,174,train,data/attention_capture/DHF1K/video/174.AVI,414,414,,,,,0.0008045973390220453,high
dhf1k_175,175,train,data/attention_capture/DHF1K/video/175.AVI,810,810,,,,,0.0005955932790343074,low
dhf1k_177,177,train,data/attention_capture/DHF1K/video/177.AVI,875,875,,,,,0.0006780704372462684,low
dhf1k_180,180,train,data/attention_capture/DHF1K/video/180.AVI,741,741,,,,,0.0006960142082874078,low
dhf1k_182,182,train,data/attention_capture/DHF1K/video/182.AVI,729,729,,,,,0.0008350539634250799,high
dhf1k_183,183,train,data/attention_capture/DHF1K/video/183.AVI,478,478,,,,,0.0006489350901167473,low
dhf1k_185,185,train,data/attention_capture/DHF1K/video/185.AVI,548,548,,,,,0.0007967023393177482,high
dhf1k_187,187,train,data/attention_capture/DHF1K/video/187.AVI,559,559,,,,,0.0006519035109940334,low
dhf1k_189,189,train,data/attention_capture/DHF1K/video/189.AVI,434,434,,,,,0.0006880040331754387,low
dhf1k_196,196,train,data/attention_capture/DHF1K/video/196.AVI,347,347,,,,,0.0008284051795067368,high
dhf1k_200,200,train,data/attention_capture/DHF1K/video/200.AVI,593,593,,,,,0.0006719672235559742,low
dhf1k_201,201,train,data/attention_capture/DHF1K/video/201.AVI,475,475,,,,,0.0008131304823205267,high
dhf1k_203,203,train,data/attention_capture/DHF1K/video/203.AVI,589,589,,,,,0.000816628054910575,high
dhf1k_206,206,train,data/attention_capture/DHF1K/video/206.AVI,271,271,,,,,0.000850117877701373,high
dhf1k_214,214,train,data/attention_capture/DHF1K/video/214.AVI,630,630,,,,,0.0006576071980008338,low
dhf1k_215,215,train,data/attention_capture/DHF1K/video/215.AVI,336,336,,,,,0.0008877159818352777,high
dhf1k_216,216,train,data/attention_capture/DHF1K/video/216.AVI,903,903,,,,,0.0008567794861559728,high
dhf1k_219,219,train,data/attention_capture/DHF1K/video/219.AVI,583,583,,,,,0.0006518010300411212,low
dhf1k_220,220,train,data/attention_capture/DHF1K/video/220.AVI,307,307,,,,,0.0008083661327651226,high
dhf1k_222,222,train,data/attention_capture/DHF1K/video/222.AVI,326,326,,,,,0.0008058271547058094,high
dhf1k_223,223,train,data/attention_capture/DHF1K/video/223.AVI,289,289,,,,,0.0006298959530093611,low
dhf1k_227,227,train,data/attention_capture/DHF1K/video/227.AVI,448,448,,,,,0.0009136284746611116,high
dhf1k_230,230,train,data/attention_capture/DHF1K/video/230.AVI,872,872,,,,,0.0008025332891695744,high
dhf1k_232,232,train,data/attention_capture/DHF1K/video/232.AVI,443,443,,,,,0.0008125725014631386,high
dhf1k_233,233,train,data/attention_capture/DHF1K/video/233.AVI,577,577,,,,,0.0006933236458394079,low
dhf1k_234,234,train,data/attention_capture/DHF1K/video/234.AVI,218,218,,,,,0.0006678054932133218,low
dhf1k_238,238,train,data/attention_capture/DHF1K/video/238.AVI,849,849,,,,,0.0008049093718403013,high
dhf1k_241,241,train,data/attention_capture/DHF1K/video/241.AVI,400,400,,,,,0.0008510091167408973,high
dhf1k_242,242,train,data/attention_capture/DHF1K/video/242.AVI,590,590,,,,,0.0006925170660567454,low
dhf1k_243,243,train,data/attention_capture/DHF1K/video/243.AVI,863,863,,,,,0.000567329125726398,low
dhf1k_245,245,train,data/attention_capture/DHF1K/video/245.AVI,607,607,,,,,0.0008090077564486608,high
dhf1k_246,246,train,data/attention_capture/DHF1K/video/246.AVI,366,366,,,,,0.0006787316910486765,low
dhf1k_247,247,train,data/attention_capture/DHF1K/video/247.AVI,553,553,,,,,0.0006699332563525695,low
dhf1k_249,249,train,data/attention_capture/DHF1K/video/249.AVI,292,292,,,,,0.0006559765047002233,low
dhf1k_251,251,train,data/attention_capture/DHF1K/video/251.AVI,774,774,,,,,0.0006760683589431732,low
dhf1k_254,254,train,data/attention_capture/DHF1K/video/254.AVI,504,504,,,,,0.0005603780870394927,low
dhf1k_259,259,train,data/attention_capture/DHF1K/video/259.AVI,392,392,,,,,0.000858312076681094,high
dhf1k_262,262,train,data/attention_capture/DHF1K/video/262.AVI,583,583,,,,,0.0006793018634809764,low
dhf1k_266,266,train,data/attention_capture/DHF1K/video/266.AVI,626,626,,,,,0.0006733878568707841,low
dhf1k_269,269,train,data/attention_capture/DHF1K/video/269.AVI,790,790,,,,,0.0008081816987479341,high
dhf1k_270,270,train,data/attention_capture/DHF1K/video/270.AVI,544,544,,,,,0.0008522103499832584,high
dhf1k_272,272,train,data/attention_capture/DHF1K/video/272.AVI,528,528,,,,,0.0006403718179254528,low
dhf1k_273,273,train,data/attention_capture/DHF1K/video/273.AVI,449,449,,,,,0.0006021676273913567,low
dhf1k_274,274,train,data/attention_capture/DHF1K/video/274.AVI,492,492,,,,,0.0008434694701885214,high
dhf1k_275,275,train,data/attention_capture/DHF1K/video/275.AVI,595,595,,,,,0.0008485790174317491,high
dhf1k_277,277,train,data/attention_capture/DHF1K/video/277.AVI,775,775,,,,,0.0006593469985302598,low
dhf1k_279,279,train,data/attention_capture/DHF1K/video/279.AVI,538,538,,,,,0.0008033466924931404,high
dhf1k_285,285,train,data/attention_capture/DHF1K/video/285.AVI,897,897,,,,,0.0008574346980921521,high
dhf1k_287,287,train,data/attention_capture/DHF1K/video/287.AVI,486,486,,,,,0.0008301183140842405,high
dhf1k_289,289,train,data/attention_capture/DHF1K/video/289.AVI,549,549,,,,,0.0006272215264960055,low
dhf1k_290,290,train,data/attention_capture/DHF1K/video/290.AVI,635,635,,,,,0.0005976323271170258,low
dhf1k_291,291,train,data/attention_capture/DHF1K/video/291.AVI,522,522,,,,,0.000805711872745002,high
dhf1k_293,293,train,data/attention_capture/DHF1K/video/293.AVI,363,363,,,,,0.000687856309620353,low
dhf1k_295,295,train,data/attention_capture/DHF1K/video/295.AVI,203,203,,,,,0.0008609144064698717,high
dhf1k_299,299,train,data/attention_capture/DHF1K/video/299.AVI,496,496,,,,,0.0006489065303427314,low
dhf1k_300,300,train,data/attention_capture/DHF1K/video/300.AVI,217,217,,,,,0.0006745031689189606,low
dhf1k_301,301,train,data/attention_capture/DHF1K/video/301.AVI,480,480,,,,,0.0008169849554784984,high
dhf1k_303,303,train,data/attention_capture/DHF1K/video/303.AVI,598,598,,,,,0.0008142738520610847,high
dhf1k_308,308,train,data/attention_capture/DHF1K/video/308.AVI,581,581,,,,,0.0006911425478896687,low
dhf1k_310,310,train,data/attention_capture/DHF1K/video/310.AVI,524,524,,,,,0.0006758740188952497,low
dhf1k_313,313,train,data/attention_capture/DHF1K/video/313.AVI,959,959,,,,,0.0008597596953887633,high
dhf1k_314,314,train,data/attention_capture/DHF1K/video/314.AVI,498,498,,,,,0.0006738847757322175,low
dhf1k_315,315,train,data/attention_capture/DHF1K/video/315.AVI,419,419,,,,,0.0006498711387949678,low
dhf1k_316,316,train,data/attention_capture/DHF1K/video/316.AVI,689,689,,,,,0.0006351987072651873,low
dhf1k_320,320,train,data/attention_capture/DHF1K/video/320.AVI,441,441,,,,,0.0008038076363707726,high
dhf1k_323,323,train,data/attention_capture/DHF1K/video/323.AVI,449,449,,,,,0.000675478687657423,low
dhf1k_324,324,train,data/attention_capture/DHF1K/video/324.AVI,595,595,,,,,0.0006626984129827117,low
dhf1k_326,326,train,data/attention_capture/DHF1K/video/326.AVI,270,270,,,,,0.0008191550954641705,high
dhf1k_327,327,train,data/attention_capture/DHF1K/video/327.AVI,559,559,,,,,0.0006556459335499478,low
dhf1k_328,328,train,data/attention_capture/DHF1K/video/328.AVI,633,633,,,,,0.0006367592055054078,low
dhf1k_330,330,train,data/attention_capture/DHF1K/video/330.AVI,320,320,,,,,0.0006048719608543251,low
dhf1k_336,336,train,data/attention_capture/DHF1K/video/336.AVI,335,335,,,,,0.0008059571926315218,high
dhf1k_338,338,train,data/attention_capture/DHF1K/video/338.AVI,731,731,,,,,0.0008311899127352667,high
dhf1k_340,340,train,data/attention_capture/DHF1K/video/340.AVI,300,300,,,,,0.0008444444463627102,high
dhf1k_344,344,train,data/attention_capture/DHF1K/video/344.AVI,591,591,,,,,0.000830498566360933,high
dhf1k_347,347,train,data/attention_capture/DHF1K/video/347.AVI,577,577,,,,,0.000673751023535369,low
dhf1k_348,348,train,data/attention_capture/DHF1K/video/348.AVI,560,560,,,,,0.0007929997528533152,high
dhf1k_350,350,train,data/attention_capture/DHF1K/video/350.AVI,886,886,,,,,0.000539913901596821,low
dhf1k_352,352,train,data/attention_capture/DHF1K/video/352.AVI,920,920,,,,,0.0006259246679331662,low
dhf1k_353,353,train,data/attention_capture/DHF1K/video/353.AVI,258,258,,,,,0.0006893976106350816,low
dhf1k_357,357,train,data/attention_capture/DHF1K/video/357.AVI,336,336,,,,,0.0006617761043907237,low
dhf1k_358,358,train,data/attention_capture/DHF1K/video/358.AVI,743,743,,,,,0.0008227250646564152,high
dhf1k_360,360,train,data/attention_capture/DHF1K/video/360.AVI,542,542,,,,,0.0006256005928387292,low
dhf1k_361,361,train,data/attention_capture/DHF1K/video/361.AVI,815,815,,,,,0.0005996666244978223,low
dhf1k_364,364,train,data/attention_capture/DHF1K/video/364.AVI,283,283,,,,,0.0008261097627387517,high
dhf1k_367,367,train,data/attention_capture/DHF1K/video/367.AVI,643,643,,,,,0.0007950538397487108,high
dhf1k_369,369,train,data/attention_capture/DHF1K/video/369.AVI,561,561,,,,,0.0006765262927771206,low
dhf1k_370,370,train,data/attention_capture/DHF1K/video/370.AVI,478,478,,,,,0.0008384908202920639,high
dhf1k_373,373,train,data/attention_capture/DHF1K/video/373.AVI,485,485,,,,,0.000679213203250949,low
dhf1k_374,374,train,data/attention_capture/DHF1K/video/374.AVI,639,639,,,,,0.0007979115054043409,high
dhf1k_376,376,train,data/attention_capture/DHF1K/video/376.AVI,902,902,,,,,0.0008219966440404272,high
dhf1k_379,379,train,data/attention_capture/DHF1K/video/379.AVI,465,465,,,,,0.0006946404573760466,low
dhf1k_380,380,train,data/attention_capture/DHF1K/video/380.AVI,557,557,,,,,0.0009035102495212188,high
dhf1k_382,382,train,data/attention_capture/DHF1K/video/382.AVI,448,448,,,,,0.0006295340409841239,low
dhf1k_384,384,train,data/attention_capture/DHF1K/video/384.AVI,458,458,,,,,0.0009026640584053346,high
dhf1k_385,385,train,data/attention_capture/DHF1K/video/385.AVI,730,730,,,,,0.0006918937898972965,low
dhf1k_388,388,train,data/attention_capture/DHF1K/video/388.AVI,1088,1088,,,,,0.0008526890572498172,high
dhf1k_389,389,train,data/attention_capture/DHF1K/video/389.AVI,416,416,,,,,0.0008158887544945733,high
dhf1k_390,390,train,data/attention_capture/DHF1K/video/390.AVI,879,879,,,,,0.0008837723982943152,high
dhf1k_391,391,train,data/attention_capture/DHF1K/video/391.AVI,301,301,,,,,0.0006859369246359525,low
dhf1k_393,393,train,data/attention_capture/DHF1K/video/393.AVI,907,907,,,,,0.000697880298466049,low
dhf1k_394,394,train,data/attention_capture/DHF1K/video/394.AVI,1080,1080,,,,,0.0007955086172000005,high
dhf1k_395,395,train,data/attention_capture/DHF1K/video/395.AVI,715,715,,,,,0.0006396841017144302,low
dhf1k_397,397,train,data/attention_capture/DHF1K/video/397.AVI,628,628,,,,,0.0008210174500320113,high
dhf1k_399,399,train,data/attention_capture/DHF1K/video/399.AVI,423,423,,,,,0.0006277703904878705,low
dhf1k_401,401,train,data/attention_capture/DHF1K/video/401.AVI,586,586,,,,,0.0006675732370907816,low
dhf1k_402,402,train,data/attention_capture/DHF1K/video/402.AVI,447,447,,,,,0.000603211223331678,low
dhf1k_403,403,train,data/attention_capture/DHF1K/video/403.AVI,1558,1558,,,,,0.0006493228280020756,low
dhf1k_405,405,train,data/attention_capture/DHF1K/video/405.AVI,362,362,,,,,0.0008943969671979794,high
dhf1k_409,409,train,data/attention_capture/DHF1K/video/409.AVI,908,908,,,,,0.0006861940921129892,low
dhf1k_411,411,train,data/attention_capture/DHF1K/video/411.AVI,591,591,,,,,0.0008212084638789239,high
dhf1k_414,414,train,data/attention_capture/DHF1K/video/414.AVI,337,337,,,,,0.00081316456533775,high
dhf1k_415,415,train,data/attention_capture/DHF1K/video/415.AVI,295,295,,,,,0.0006400364864730055,low
dhf1k_417,417,train,data/attention_capture/DHF1K/video/417.AVI,752,752,,,,,0.0005849678643263612,low
dhf1k_419,419,train,data/attention_capture/DHF1K/video/419.AVI,417,417,,,,,0.0006844212161279361,low
dhf1k_423,423,train,data/attention_capture/DHF1K/video/423.AVI,436,436,,,,,0.0008246328708007633,high
dhf1k_424,424,train,data/attention_capture/DHF1K/video/424.AVI,575,575,,,,,0.0006494791658200404,low
dhf1k_426,426,train,data/attention_capture/DHF1K/video/426.AVI,513,513,,,,,0.0006945628923766558,low
dhf1k_427,427,train,data/attention_capture/DHF1K/video/427.AVI,598,598,,,,,0.0006392764662328974,low
dhf1k_435,435,train,data/attention_capture/DHF1K/video/435.AVI,598,598,,,,,0.0008377099021469916,high
dhf1k_436,436,train,data/attention_capture/DHF1K/video/436.AVI,869,869,,,,,0.0006519007330486536,low
dhf1k_438,438,train,data/attention_capture/DHF1K/video/438.AVI,519,519,,,,,0.0006866503424409989,low
dhf1k_442,442,train,data/attention_capture/DHF1K/video/442.AVI,621,621,,,,,0.000828622630338039,high
dhf1k_443,443,train,data/attention_capture/DHF1K/video/443.AVI,230,230,,,,,0.0007950634059101425,high
dhf1k_444,444,train,data/attention_capture/DHF1K/video/444.AVI,517,517,,,,,0.0006256800053321002,low
dhf1k_445,445,train,data/attention_capture/DHF1K/video/445.AVI,1194,1194,,,,,0.000635941571992248,low
dhf1k_446,446,train,data/attention_capture/DHF1K/video/446.AVI,900,900,,,,,0.0006664448314242893,low
dhf1k_448,448,train,data/attention_capture/DHF1K/video/448.AVI,715,715,,,,,0.0008148977757672538,high
dhf1k_449,449,train,data/attention_capture/DHF1K/video/449.AVI,324,324,,,,,0.000798128859048715,high
dhf1k_450,450,train,data/attention_capture/DHF1K/video/450.AVI,252,252,,,,,0.0006440662222707437,low
dhf1k_451,451,train,data/attention_capture/DHF1K/video/451.AVI,958,958,,,,,0.0008613050195056992,high
dhf1k_452,452,train,data/attention_capture/DHF1K/video/452.AVI,284,284,,,,,0.0007945153557672493,high
dhf1k_454,454,train,data/attention_capture/DHF1K/video/454.AVI,658,658,,,,,0.0006403558769268281,low
dhf1k_457,457,train,data/attention_capture/DHF1K/video/457.AVI,538,538,,,,,0.000671105367585075,low
dhf1k_458,458,train,data/attention_capture/DHF1K/video/458.AVI,386,386,,,,,0.0006465664592568843,low
dhf1k_462,462,train,data/attention_capture/DHF1K/video/462.AVI,560,560,,,,,0.0006803695454696676,low
dhf1k_463,463,train,data/attention_capture/DHF1K/video/463.AVI,513,513,,,,,0.0008413285818304975,high
dhf1k_464,464,train,data/attention_capture/DHF1K/video/464.AVI,601,601,,,,,0.0008102814757870278,high
dhf1k_465,465,train,data/attention_capture/DHF1K/video/465.AVI,487,487,,,,,0.0008085482969910702,high
dhf1k_467,467,train,data/attention_capture/DHF1K/video/467.AVI,433,433,,,,,0.0006599327206276099,low
dhf1k_468,468,train,data/attention_capture/DHF1K/video/468.AVI,913,913,,,,,0.0007926402584831195,high
dhf1k_469,469,train,data/attention_capture/DHF1K/video/469.AVI,276,276,,,,,0.0008225769957736728,high
dhf1k_471,471,train,data/attention_capture/DHF1K/video/471.AVI,589,589,,,,,0.0007993406317207064,high
dhf1k_473,473,train,data/attention_capture/DHF1K/video/473.AVI,703,703,,,,,0.0006972350647383546,low
dhf1k_475,475,train,data/attention_capture/DHF1K/video/475.AVI,676,676,,,,,0.0006504060355939533,low
dhf1k_478,478,train,data/attention_capture/DHF1K/video/478.AVI,352,352,,,,,0.0008491778131759598,high
dhf1k_479,479,train,data/attention_capture/DHF1K/video/479.AVI,417,417,,,,,0.0006897815083582356,low
dhf1k_480,480,train,data/attention_capture/DHF1K/video/480.AVI,645,645,,,,,0.000805407516408329,high
dhf1k_481,481,train,data/attention_capture/DHF1K/video/481.AVI,284,284,,,,,0.0006836090322164162,low
dhf1k_482,482,train,data/attention_capture/DHF1K/video/482.AVI,591,591,,,,,0.0008558719328332018,high
dhf1k_486,486,train,data/attention_capture/DHF1K/video/486.AVI,616,616,,,,,0.0008190865138947794,high
dhf1k_488,488,train,data/attention_capture/DHF1K/video/488.AVI,1155,1155,,,,,0.0008142323540352301,high
dhf1k_491,491,train,data/attention_capture/DHF1K/video/491.AVI,376,376,,,,,0.000855346392122459,high
dhf1k_494,494,train,data/attention_capture/DHF1K/video/494.AVI,561,561,,,,,0.0008229120241153533,high
dhf1k_497,497,train,data/attention_capture/DHF1K/video/497.AVI,411,411,,,,,0.0006648334015629293,low
dhf1k_499,499,train,data/attention_capture/DHF1K/video/499.AVI,517,517,,,,,0.00069105281589469,low
dhf1k_500,500,train,data/attention_capture/DHF1K/video/500.AVI,466,466,,,,,0.0006177165295892243,low
dhf1k_502,502,train,data/attention_capture/DHF1K/video/502.AVI,565,565,,,,,0.0009172889022300828,high
dhf1k_503,503,train,data/attention_capture/DHF1K/video/503.AVI,460,460,,,,,0.0006267549838926441,low
dhf1k_505,505,train,data/attention_capture/DHF1K/video/505.AVI,1089,1089,,,,,0.0008122576777998587,high
dhf1k_506,506,train,data/attention_capture/DHF1K/video/506.AVI,468,468,,,,,0.0006343297439024876,low
